"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"577"	"EU800851"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"578"	"EU800951"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"579"	"EU801099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Chesapeake-Delaware Bay"	"uncultured bacterium"	NA
"580"	"EU801360"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"uncultured"	"uncultured bacterium"
"581"	"EU801405"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Syntrophobacterales"	"Syntrophaceae"	"Smithella"	"uncultured bacterium"
"582"	"EU801498"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"583"	"EU801601"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"584"	"EU801608"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"585"	"EU801664"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"586"	"EU801836"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"uncultured bacterium"
"587"	"EU801862"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Chesapeake-Delaware Bay"	"uncultured bacterium"	NA
"588"	"EU802030"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"uncultured"	"uncultured bacterium"
"589"	"EU802247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"590"	"EU802254"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"uncultured"	"uncultured bacterium"
"591"	"EU802260"	"Bacteria"	"Proteobacteria"	"Elev-16S-509"	"uncultured bacterium"	NA	NA	NA
"592"	"EU802280"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"593"	"EU802284"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 4"	"uncultured bacterium"	NA
"594"	"EU802302"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"595"	"EU802312"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"596"	"EU802327"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"597"	"EU802368"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"598"	"EU802370"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"599"	"EU802377"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"600"	"EU802383"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"601"	"EU802391"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"602"	"EU802396"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"603"	"EU802420"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"604"	"EU802430"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"605"	"EU802434"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"606"	"EU802444"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"607"	"EU802448"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"608"	"EU802452"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"609"	"EU802453"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"uncultured bacterium"	NA
"610"	"EU802465"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"611"	"EU802473"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"612"	"EU802478"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Alcaligenaceae"	"MWH-UniP1 aquatic group"	"uncultured bacterium"
"613"	"EU802498"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"614"	"EU802499"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"615"	"EU802529"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"616"	"EU802536"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"617"	"EU802562"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"618"	"EU802565"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"619"	"EU802567"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"620"	"EU802577"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"621"	"EU802595"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"622"	"EU802636"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"623"	"EU802639"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"624"	"EU802658"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Pseudoalteromonadaceae"	"Pseudoalteromonas"	"uncultured bacterium"
"625"	"EU802666"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"626"	"EU802684"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"627"	"EU802694"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"MNG7"	"uncultured bacterium"	NA
"628"	"EU802695"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"629"	"EU802696"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"630"	"EU802699"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"631"	"EU802717"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"632"	"EU802720"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"633"	"EU802728"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"634"	"EU802732"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"635"	"EU802747"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Sh765B-TzT-29"	"uncultured bacterium"	NA	NA
"636"	"EU802755"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"uncultured bacterium"	NA
"637"	"EU802757"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"638"	"EU802790"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"639"	"EU802813"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"640"	"EU802815"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"641"	"EU802819"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"642"	"EU802834"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"643"	"EU802840"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"644"	"EU802844"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"645"	"EU802848"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"646"	"EU802856"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"647"	"EU802861"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"648"	"EU802868"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"649"	"EU802872"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"650"	"EU802888"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"651"	"EU802892"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"652"	"EU802901"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"653"	"EU802903"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"654"	"EU802912"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"uncultured"	"uncultured bacterium"
"655"	"EU802925"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"656"	"EU802933"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"657"	"EU802942"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"658"	"EU802975"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"659"	"EU802985"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"660"	"EU802994"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"661"	"EU802996"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"662"	"EU802997"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"663"	"EU803000"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"664"	"EU803064"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"665"	"EU803080"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"666"	"EU803089"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"667"	"EU803098"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"668"	"EU803100"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"669"	"EU803111"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"670"	"EU803115"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"671"	"EU803119"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"672"	"EU803121"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"673"	"EU803183"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"674"	"EU804188"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"675"	"EU804263"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"676"	"EU804390"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured bacterium"
"677"	"EU804641"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"678"	"EU804764"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"679"	"EU804822"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"680"	"EU805000"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"S25-593"	"uncultured bacterium"	NA
"681"	"EU805254"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"682"	"EU805358"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"683"	"EU805375"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"684"	"EU805401"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"685"	"EU795094"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium ARCTIC09_D_03"	NA
"686"	"EU795175"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"SAR92 clade"	"uncultured bacterium HF0010_05E14"
"687"	"EU795184"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium HF0070_34E11"	NA
"688"	"EU795186"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium HF0500_01L02"	NA
"689"	"EU795204"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium HF0770_37D02"	NA
"690"	"EU799025"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured bacterium"
"691"	"EU799106"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"692"	"EU799163"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"693"	"EU799242"	"Bacteria"	"Chloroflexi"	"SAR202 clade"	"uncultured bacterium"	NA	NA	NA
"694"	"EU799247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"695"	"EU799308"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"696"	"EU799322"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured bacterium"	NA
"697"	"EU799371"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"698"	"EU799386"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"699"	"EU799540"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"700"	"EU799565"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"701"	"EU799605"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"702"	"EU799636"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"703"	"EU799850"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"704"	"EU800051"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"705"	"EU800109"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"706"	"EU800186"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Polynucleobacter"	"uncultured bacterium"
"707"	"EU800208"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"708"	"EU800235"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Flavobacterium"	"uncultured bacterium"
"709"	"EU800350"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"710"	"EU800402"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"711"	"EU800664"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	"uncultured bacterium"
"712"	"EU800727"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"713"	"EU800754"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured bacterium"
"714"	"EU800773"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"715"	"EU800803"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"716"	"EU801074"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"BAL58 marine group"	"uncultured bacterium"
"717"	"EU801080"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	"uncultured bacterium"
"718"	"EU801104"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"719"	"EU801350"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured bacterium"
"720"	"EU801376"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"Frankiales"	"Sporichthyaceae"	"hgcI clade"	"uncultured bacterium"
"721"	"EU801391"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43 clade"	"uncultured bacterium"
"722"	"EU801445"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"723"	"EU801637"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Chesapeake-Delaware Bay"	"uncultured bacterium"	NA
"724"	"EU801694"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"uncultured"	"uncultured bacterium"
"725"	"EU801760"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"726"	"EU801809"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"727"	"EU802100"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"728"	"EU802223"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured bacterium"
"729"	"EU802270"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"730"	"EU802279"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"731"	"EU802286"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"732"	"EU802290"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"733"	"EU802292"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"734"	"EU802299"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"735"	"EU802355"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"736"	"EU802366"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"737"	"EU802398"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"PAUC34f"	"uncultured bacterium"	NA
"738"	"EU802445"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"739"	"EU802457"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"740"	"EU802460"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"741"	"EU802466"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"742"	"EU802476"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"743"	"EU802480"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"744"	"EU802485"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"745"	"EU802487"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"746"	"EU802494"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"747"	"EU802522"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"748"	"EU802538"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"749"	"EU802539"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"750"	"EU802543"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"751"	"EU802548"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"752"	"EU802560"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"753"	"EU802563"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"754"	"EU802572"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
